"","observed","mean.simulated","lowCI","uppCI","sign"
"OTU6458",2,2.58,1,4,"NS"
"OTU86",11,45.056,38,52,"Specialists"
"OTU4105",6,8.286,5,12,"NS"
"OTU7599",2,1.974,1,3,"NS"
"OTU2279",2,4.614,2,7,"NS"
"OTU2846",3,2.27,1,4,"NS"
"OTU11386",2,4.076,2,7,"NS"
"OTU350",1,29.47,23,36,"Specialists"
"OTU155",1,1.45,1,2,"NS"
"OTU77",5,2.71,1,5,"NS"
"OTU9345",2,1.442,1,2,"NS"
"OTU4875",11,4.342,2,7,"Generalists"
"OTU335",5,25.768,19,33,"Specialists"
"OTU2261",1,10.606,7,15,"Specialists"
"OTU2616",14,6.598,4,10,"Generalists"
"OTU12395",2,3.072,1,5,"NS"
"OTU2172",1,11.968,8,16.525,"Specialists"
"OTU948",2,2.3,1,4,"NS"
"OTU8870",20,15.074,10,20,"NS"
"OTU855",3,26.26,20,33,"Specialists"
"OTU3985",1,6.098,3,9,"Specialists"
"OTU958",3,3.592,2,6,"NS"
"OTU151",5,44.626,38,52,"Specialists"
"OTU172",8,50.776,43.475,58,"Specialists"
"OTU3278",1,4.36,2,7,"Specialists"
"OTU12932",3,1.712,1,3,"NS"
"OTU1549",3,9.502,6,14,"Specialists"
"OTU770",9,10.394,7,15,"NS"
"OTU8659",3,1.758,1,3,"NS"
"OTU11585",3,22.916,17,29,"Specialists"
"OTU12937",1,1.47,1,2,"NS"
"OTU5622",4,5.568,3,8.52499999999998,"NS"
"OTU1186",11,19.834,14.475,26,"Specialists"
"OTU2839",1,2.15,1,4,"NS"
"OTU7868",12,5.154,3,8,"Generalists"
"OTU2604",16,5.264,3,8,"Generalists"
"OTU1247",2,2.37,1,4,"NS"
"OTU2772",11,5.96,3,9,"Generalists"
"OTU3256",11,5.874,3,9,"Generalists"
"OTU2155",18,6.668,4,10,"Generalists"
"OTU6490",4,2.32,1,4,"NS"
"OTU5472",2,2.87,1,5,"NS"
"OTU6262",5,2.178,1,4,"Generalists"
"OTU2082",1,2.38,1,4,"NS"
"OTU13010",3,1.698,1,3,"NS"
"OTU425",2,2.296,1,4,"NS"
"OTU11931",6,2.668,1,4,"Generalists"
"OTU10670",4,2.35,1,4,"NS"
"OTU960",3,1.74,1,3,"NS"
"OTU735",27,17.984,13,23,"Generalists"
"OTU95",3,2.31,1,4,"NS"
"OTU333",5,10.312,6.475,15,"Specialists"
"OTU4364",4,3.122,1,5,"NS"
"OTU1278",5,7.94,5,12,"NS"
"OTU144",2,16.084,11.475,22,"Specialists"
"OTU2233",7,6.74,4,10,"NS"
"OTU1032",3,5.422,3,8,"NS"
"OTU2857",5,2.132,1,4,"Generalists"
"OTU11610",11,5.634,3,9,"Generalists"
"OTU3802",15,6.348,3,10,"Generalists"
"OTU1838",6,12.064,8,17,"Specialists"
"OTU4430",2,1.42,1,2,"NS"
"OTU683",1,1.462,1,2,"NS"
"OTU1819",1,25.688,20,32,"Specialists"
"OTU415",2,4.218,2,7,"NS"
"OTU1941",4,4.676,2,7,"NS"
"OTU902",8,3.706,2,6,"Generalists"
"OTU4964",3,3.244,2,5.52499999999998,"NS"
"OTU4634",3,2.348,1,4,"NS"
"OTU4834",4,2.114,1,3,"Generalists"
"OTU8150",2,1.414,1,2,"NS"
"OTU7255",2,1.738,1,3,"NS"
"OTU1238",22,7.534,4.475,11,"Generalists"
"OTU1888",1,1.804,1,3,"NS"
"OTU1352",3,3.006,1,5,"NS"
"OTU1429",6,3.674,2,6,"NS"
"OTU4249",1,1.458,1,2,"NS"
"OTU6762",2,1.43,1,2,"NS"
"OTU788",4,22.288,17,28,"Specialists"
"OTU11941",1,1.426,1,2,"NS"
"OTU2000",6,4.914,3,8,"NS"
"OTU1334",36,8.602,5,13,"Generalists"
"OTU11251",2,1.714,1,3,"NS"
"OTU3468",7,9.33,6,13.525,"NS"
"OTU359",5,12.652,9,18,"Specialists"
"OTU6557",1,2.936,1,5,"NS"
"OTU2339",1,11.618,8,16,"Specialists"
"OTU7706",2,1.414,1,2,"NS"
"OTU1163",1,24.152,18,30,"Specialists"
"OTU3721",2,1.412,1,2,"NS"
"OTU5604",3,4.142,2,7,"NS"
"OTU1492",14,8.898,6,13,"Generalists"
"OTU6313",1,1.412,1,2,"NS"
"OTU2046",8,4.798,2,8,"NS"
"OTU1010",2,1.772,1,3,"NS"
"OTU7979",2,1.418,1,2,"NS"
"OTU2442",1,1.446,1,2,"NS"
"OTU2852",3,2.16,1,4,"NS"
"OTU910",22,10.448,6,15,"Generalists"
"OTU2902",2,3.368,1,6,"NS"
"OTU7590",2,1.768,1,3,"NS"
"OTU6049",2,1.78,1,3,"NS"
"OTU1437",8,5.126,3,8,"NS"
"OTU2578",5,3.578,2,6,"NS"
"OTU12705",1,1.762,1,3,"NS"
"OTU6154",2,2.428,1,4,"NS"
"OTU3022",7,15.952,11,21,"Specialists"
"OTU4848",1,5.066,2.475,8,"Specialists"
"OTU104",10,33.616,26,40,"Specialists"
"OTU5321",4,2.484,1,4,"NS"
"OTU6881",6,2.834,1,5,"Generalists"
"OTU8263",5,6.236,4,9,"NS"
"OTU2553",7,9.378,5.475,13,"NS"
"OTU8166",1,1.76,1,3,"NS"
"OTU10587",1,1.458,1,2,"NS"
"OTU353",2,37.282,31,45,"Specialists"
"OTU4291",4,2.32,1,4,"NS"
"OTU2836",1,3.168,1,5,"NS"
"OTU4859",1,6.242,3,9,"Specialists"
"OTU337",13,34.754,28,42,"Specialists"
"OTU2340",11,6.1,3,9,"Generalists"
"OTU7643",12,7.098,4,11,"Generalists"
"OTU6483",1,5.012,3,8,"Specialists"
"OTU667",1,1.46,1,2,"NS"
"OTU92",8,3.632,2,6,"Generalists"
"OTU1705",1,5.74,3,9,"Specialists"
"OTU654",2,1.416,1,2,"NS"
"OTU7735",2,2.634,1,4,"NS"
"OTU529",4,2.47,1,4,"NS"
"OTU7082",2,1.428,1,2,"NS"
"OTU2609",17,14.604,10,19,"NS"
"OTU2464",2,4.394,2,7,"NS"
"OTU3819",1,4.868,2.475,8,"Specialists"
"OTU10231",2,11.154,7,15,"Specialists"
"OTU297",1,1.72,1,3,"NS"
"OTU8378",2,1.452,1,2,"NS"
"OTU4652",4,3.22,1,5,"NS"
"OTU585",3,18.53,14,24,"Specialists"
"OTU4187",5,4.256,2,7,"NS"
"OTU2006",2,10.438,7,14.525,"Specialists"
"OTU5923",3,1.736,1,3,"NS"
"OTU126",2,2.002,1,3,"NS"
"OTU379",4,6.444,3,10,"NS"
"OTU4710",2,1.948,1,3,"NS"
"OTU400",2,1.464,1,2,"NS"
"OTU587",10,7.068,4,10.525,"NS"
"OTU1019",3,2.66,1,4,"NS"
"OTU4682",2,22.678,17,28.525,"Specialists"
"OTU1730",2,7.308,4,11,"Specialists"
"OTU3676",2,2.828,1,5,"NS"
"OTU119",12,3.99,2,6,"Generalists"
"OTU6799",1,3.116,1,5,"NS"
"OTU3554",19,5.606,3,9,"Generalists"
"OTU7651",3,1.742,1,3,"NS"
"OTU2178",3,3.35,2,5,"NS"
"OTU6775",1,1.946,1,3,"NS"
"OTU1327",3,3,1,5,"NS"
"OTU8142",1,2.278,1,4,"NS"
"OTU12490",3,3,1,5,"NS"
"OTU6429",2,1.44,1,2,"NS"
"OTU435",2,1.938,1,3,"NS"
"OTU6495",2,1.464,1,2,"NS"
"OTU6791",2,2.12,1,4,"NS"
"OTU238",1,1.406,1,2,"NS"
"OTU959",4,3.444,1,6,"NS"
"OTU6295",1,2.302,1,4,"NS"
"OTU1868",2,1.938,1,3,"NS"
"OTU3345",3,2.158,1,4,"NS"
"OTU1563",8,15.318,11,21,"Specialists"
"OTU3510",2,1.414,1,2,"NS"
"OTU7137",5,2.728,1,5,"NS"
"OTU295",40,18.91,13,25,"Generalists"
"OTU739",1,1.416,1,2,"NS"
"OTU3905",1,1.792,1,3,"NS"
"OTU779",3,5.116,3,8,"NS"
"OTU3355",2,1.982,1,3,"NS"
"OTU3361",3,1.98,1,3,"NS"
"OTU2773",7,3.82,2,6,"Generalists"
"OTU10785",1,1.97,1,3,"NS"
"OTU4668",4,4.58,2,7,"NS"
"OTU1075",1,2.192,1,4,"NS"
"OTU6809",2,2.95,1,5,"NS"
"OTU4086",5,3.384,1.475,6,"NS"
"OTU3332",1,2.122,1,4,"NS"
"OTU7038",3,1.76,1,3,"NS"
"OTU12059",1,1.394,1,2,"NS"
"OTU908",1,7.788,4,11,"Specialists"
"OTU9414",3,2.44,1,4,"NS"
"OTU1503",6,5.096,3,8,"NS"
"OTU268",4,1.92,1,3,"Generalists"
"OTU646",1,1.436,1,2,"NS"
"OTU1205",2,2.304,1,4,"NS"
"OTU2721",5,8.39,5,12,"NS"
"OTU3823",7,8.25,5,12,"NS"
"OTU795",41,12.634,9,17,"Generalists"
"OTU1387",2,1.784,1,3,"NS"
"OTU6131",25,6.588,4,10,"Generalists"
"OTU1779",13,6.036,3,9,"Generalists"
"OTU624",10,4.412,2,7,"Generalists"
"OTU9701",3,2.544,1,4,"NS"
"OTU507",3,1.71,1,3,"NS"
"OTU5953",1,1.452,1,2,"NS"
"OTU3872",1,1.448,1,2,"NS"
"OTU466",1,4.418,2,7,"Specialists"
"OTU1610",8,4.166,2,6.52499999999998,"Generalists"
"OTU5491",2,3.76,2,6,"NS"
"OTU304",9,10.84,7,15,"NS"
"OTU2020",2,2.294,1,4,"NS"
"OTU884",7,4.272,2,7,"NS"
"OTU5376",2,1.422,1,2,"NS"
"OTU1962",2,10.19,6.475,14,"Specialists"
"OTU1964",15,9.748,6,14,"Generalists"
"OTU2461",3,3.56,2,6,"NS"
"OTU2847",6,4.444,2,7,"NS"
"OTU3461",9,5.648,3,9,"NS"
"OTU3811",3,2.172,1,4,"NS"
"OTU9168",2,1.442,1,2,"NS"
"OTU9286",3,2.09,1,4,"NS"
"OTU436",13,5.228,3,8,"Generalists"
"OTU2755",3,2.866,1,5,"NS"
"OTU6462",2,1.7,1,3,"NS"
"OTU2549",14,7.718,4,11.525,"Generalists"
"OTU4150",2,1.41,1,2,"NS"
"OTU3565",1,1.7,1,3,"NS"
"OTU1447",4,10.616,7,15,"Specialists"
"OTU8137",1,18.416,14,24,"Specialists"
"OTU5999",12,8.47,5,12,"NS"
"OTU4529",11,7.78,5,11,"NS"
"OTU6084",6,5.232,3,8,"NS"
"OTU3812",3,2.304,1,4,"NS"
"OTU3808",1,1.666,1,3,"NS"
"OTU5060",1,2.998,1,5,"NS"
"OTU513",18,8.208,5,12,"Generalists"
"OTU9493",2,1.43,1,2,"NS"
"OTU338",8,3.538,2,6,"Generalists"
"OTU1459",3,2.89,1,5,"NS"
"OTU11813",3,3.508,2,6,"NS"
"OTU2019",2,3.576,2,6,"NS"
"OTU8171",7,3.324,1,5,"Generalists"
"OTU7946",5,3.018,1,5,"NS"
"OTU954",5,30.212,24,37,"Specialists"
"OTU12763",2,7.522,4,11,"Specialists"
"OTU1272",1,6.954,4,10,"Specialists"
"OTU9038",2,1.98,1,3,"NS"
"OTU892",12,13.104,8.475,18,"NS"
"OTU7786",10,8.84,6,12.525,"NS"
"OTU1931",7,13.944,10,19,"Specialists"
"OTU3313",3,6.228,3,9,"NS"
"OTU3584",1,7.046,4,10,"Specialists"
"OTU800",11,8.34,5,12,"NS"
"OTU10896",7,6.062,4,9,"NS"
"OTU10465",2,1.418,1,2,"NS"
"OTU5106",7,3.884,2,6,"Generalists"
"OTU1044",9,8.26,5,12,"NS"
"OTU1520",10,12.588,8,17,"NS"
"OTU2158",5,7.798,5,11,"NS"
"OTU601",10,8.7,5,12.525,"NS"
"OTU693",11,9.72,6,14,"NS"
"OTU1089",3,3.32,1,5,"NS"
"OTU4047",2,2.418,1,4,"NS"
"OTU3634",4,2.15,1,4,"NS"
"OTU5773",3,1.746,1,3,"NS"
"OTU2504",4,2.422,1,4,"NS"
"OTU216",4,3.808,2,6,"NS"
"OTU2280",9,7.74,5,11,"NS"
"OTU5249",6,4.488,2,7,"NS"
"OTU6649",10,6.426,4,10,"NS"
"OTU2440",1,2.454,1,4,"NS"
"OTU11676",1,1.452,1,2,"NS"
"OTU9390",1,1.714,1,3,"NS"
"OTU3139",2,1.726,1,3,"NS"
"OTU10121",1,1.388,1,2,"NS"
"OTU861",2,1.408,1,2,"NS"
"OTU5595",1,1.682,1,3,"NS"
"OTU651",6,12.158,8,17,"Specialists"
"OTU716",8,4.778,2,7,"Generalists"
"OTU162",3,2.894,1,5,"NS"
"OTU11985",3,2.296,1,4,"NS"
"OTU159",4,3.06,1,5,"NS"
"OTU2785",5,7.57,5,11,"NS"
"OTU5313",2,1.428,1,2,"NS"
"OTU4231",5,5.412,3,8,"NS"
"OTU11682",2,1.93,1,3,"NS"
"OTU11952",1,1.426,1,2,"NS"
"OTU6156",5,2.784,1,5,"NS"
"OTU13033",2,2.294,1,4,"NS"
"OTU5989",1,1.472,1,2,"NS"
"OTU4836",4,2.11,1,4,"NS"
"OTU345",31,20.4,15,26,"Generalists"
"OTU2004",2,1.438,1,2,"NS"
"OTU4361",2,1.394,1,2,"NS"
"OTU11482",14,4.662,2,7,"Generalists"
"OTU949",16,19.722,14,25,"NS"
"OTU6207",1,4.52,2,7,"Specialists"
"OTU2541",4,10.568,7,15,"Specialists"
"OTU1414",9,9.35,6,13,"NS"
"OTU1717",9,4.778,2.475,7.52499999999998,"Generalists"
"OTU1851",3,3.77,2,6,"NS"
"OTU1898",14,14.598,10,19,"NS"
"OTU375",8,7.6,4.475,11,"NS"
"OTU3293",10,6.18,3,9,"Generalists"
"OTU1997",23,14.072,10,19,"Generalists"
"OTU1263",7,16.642,12,22,"Specialists"
"OTU3360",7,3.908,2,6,"Generalists"
"OTU1361",1,1.402,1,2,"NS"
"OTU1005",22,7.6,4,11,"Generalists"
"OTU1388",29,10.952,7,16,"Generalists"
"OTU7066",6,3.984,2,6,"NS"
"OTU909",2,1.448,1,2,"NS"
"OTU536",3,2.366,1,4,"NS"
"OTU2989",6,5.138,3,8,"NS"
"OTU2486",8,5.998,3,9,"NS"
"OTU534",6,3.64,2,6,"NS"
"OTU5671",2,2.698,1,5,"NS"
"OTU1308",6,15.626,11,21,"Specialists"
"OTU914",7,7.528,5,11,"NS"
"OTU4116",7,4.352,2,7,"NS"
"OTU2912",11,5.77,3,9,"Generalists"
"OTU961",4,1.966,1,3,"Generalists"
"OTU5059",2,1.97,1,3,"NS"
"OTU4164",8,4.214,2,6.52499999999998,"Generalists"
"OTU5655",6,4.006,2,7,"NS"
"OTU7869",2,1.746,1,3,"NS"
"OTU1937",18,4.848,2.475,8,"Generalists"
"OTU3114",11,5.172,3,8,"Generalists"
"OTU2048",3,5.854,3,9,"NS"
"OTU5416",8,10.36,7,15,"NS"
"OTU533",2,12.742,9,17,"Specialists"
"OTU545",10,15.616,11,21,"Specialists"
"OTU503",6,10.592,7,15,"Specialists"
"OTU427",14,17.192,13,22.525,"NS"
"OTU3664",2,5.212,3,8,"Specialists"
"OTU3227",1,3.318,1,5,"NS"
"OTU1455",2,2.766,1,4,"NS"
"OTU2806",4,5.068,3,8,"NS"
"OTU3444",3,3.96,2,6,"NS"
"OTU6534",5,2.866,1,5,"NS"
"OTU232",1,1.446,1,2,"NS"
"OTU12388",3,1.976,1,3,"NS"
"OTU3973",2,4.824,2,7,"NS"
"OTU6541",5,2.46,1,4,"Generalists"
"OTU2359",2,2.688,1,5,"NS"
"OTU3160",6,4.944,2.475,8,"NS"
"OTU6082",1,1.962,1,3,"NS"
"OTU8222",6,3.84,2,6,"NS"
"OTU544",1,1.432,1,2,"NS"
"OTU4576",6,7.618,4.475,11,"NS"
"OTU9284",2,1.39,1,2,"NS"
"OTU12146",2,1.442,1,2,"NS"
"OTU7023",3,2.092,1,3,"NS"
"OTU2555",1,3.198,1,5,"NS"
"OTU2917",2,1.434,1,2,"NS"
"OTU2128",13,10.418,7,14.525,"NS"
"OTU599",6,2.878,1,5,"Generalists"
"OTU2511",19,8.54,5,12.525,"Generalists"
"OTU4077",14,6.594,3,10,"Generalists"
"OTU1541",2,16.852,12,22,"Specialists"
"OTU1594",11,15.284,10,20.525,"NS"
"OTU3272",2,4.36,2,7,"NS"
"OTU2032",4,9.414,6,13.525,"Specialists"
"OTU1988",7,10.28,7,14,"NS"
"OTU6054",5,4.698,2,7,"NS"
"OTU1694",2,1.45,1,2,"NS"
"OTU5265",2,3.608,2,6,"NS"
"OTU3131",3,5.646,3,8.52499999999998,"NS"
"OTU1986",2,9.948,6,14,"Specialists"
"OTU371",6,3.232,1,5,"Generalists"
"OTU4023",5,2.488,1,4,"Generalists"
"OTU5320",5,2.298,1,4,"Generalists"
"OTU644",1,2.304,1,4,"NS"
"OTU12781",2,1.708,1,3,"NS"
"OTU7673",1,1.742,1,3,"NS"
"OTU3470",6,5.702,3,9,"NS"
"OTU4415",1,1.422,1,2,"NS"
"OTU1899",5,3.212,2,5,"NS"
"OTU3738",2,1.464,1,2,"NS"
"OTU2566",1,2.168,1,4,"NS"
"OTU8159",6,2.986,1,5,"Generalists"
"OTU2043",4,8.762,5,13,"Specialists"
"OTU12776",1,1.73,1,3,"NS"
"OTU652",4,2.322,1,4,"NS"
"OTU3304",5,4.156,2,6,"NS"
"OTU3226",3,1.996,1,3.52499999999998,"NS"
"OTU6139",3,2.356,1,4,"NS"
"OTU1775",3,7.352,4,11,"Specialists"
"OTU10355",3,1.744,1,3,"NS"
"OTU1806",1,1.748,1,3,"NS"
"OTU2988",11,7.82,4,12,"NS"
"OTU1330",3,10.566,7,15,"Specialists"
"OTU5821",2,2.312,1,4,"NS"
"OTU1600",5,3.374,2,6,"NS"
"OTU6610",7,2.638,1,4,"Generalists"
"OTU1326",1,16.888,12,22,"Specialists"
"OTU6150",11,11.364,7,16,"NS"
"OTU8565",2,1.774,1,3,"NS"
"OTU1535",7,6.368,3,9,"NS"
"OTU1397",1,1.43,1,2,"NS"
"OTU5648",4,3.808,2,6,"NS"
"OTU306",2,1.426,1,2,"NS"
"OTU224",6,22.356,17,28,"Specialists"
"OTU7981",3,1.986,1,3,"NS"
"OTU3630",2,1.394,1,2,"NS"
"OTU5211",2,2.744,1,5,"NS"
"OTU3517",3,2.154,1,4,"NS"
"OTU90",1,11.596,7,16,"Specialists"
"OTU6181",2,2.356,1,4,"NS"
"OTU9015",2,1.392,1,2,"NS"
"OTU951",1,1.736,1,3,"NS"
"OTU9242",5,3.158,1,5,"NS"
"OTU810",2,28.732,22,35,"Specialists"
"OTU858",1,2.814,1,5,"NS"
"OTU3179",1,7.182,4,10,"Specialists"
"OTU1833",3,8.288,5,12,"Specialists"
"OTU2719",4,8.258,5,12,"Specialists"
"OTU6309",1,2.312,1,4,"NS"
"OTU9943",1,1.754,1,3,"NS"
"OTU501",7,5.064,3,8,"NS"
"OTU11145",1,1.736,1,3,"NS"
"OTU12387",2,1.72,1,3,"NS"
"OTU6443",5,2.948,1,5,"NS"
"OTU3513",9,3.194,1,6,"Generalists"
"OTU202",1,1.942,1,3,"NS"
"OTU752",2,1.468,1,2,"NS"
"OTU1299",2,1.706,1,3,"NS"
"OTU1873",4,2.242,1,4,"NS"
"OTU7999",3,1.752,1,3,"NS"
"OTU814",2,10.038,6,14,"Specialists"
"OTU12396",2,1.688,1,3,"NS"
"OTU302",5,2.788,1,5,"NS"
"OTU4989",1,2.828,1,5,"NS"
"OTU241",5,2.708,1,4.52499999999998,"Generalists"
"OTU5639",2,2.294,1,4,"NS"
"OTU8008",1,2.522,1,4,"NS"
"OTU5766",5,2.662,1,5,"NS"
"OTU5253",4,4.142,2,7,"NS"
"OTU3857",3,3.196,1,5,"NS"
"OTU7846",2,3.196,1,5,"NS"
"OTU312",6,25.436,19,32,"Specialists"
"OTU7330",3,2.268,1,4,"NS"
"OTU917",6,6.436,4,10,"NS"
"OTU9405",1,1.436,1,2,"NS"
"OTU7675",4,3.562,2,6,"NS"
"OTU822",2,1.464,1,2,"NS"
"OTU5101",5,2.646,1,4,"Generalists"
"OTU7641",2,1.974,1,3,"NS"
"OTU750",2,2.68,1,5,"NS"
"OTU515",16,17.138,12,22,"NS"
"OTU7037",1,2.572,1,5,"NS"
"OTU3936",1,1.436,1,2,"NS"
"OTU2200",9,4.196,2,6.52499999999998,"Generalists"
"OTU12170",2,1.776,1,3,"NS"
"OTU430",24,25.782,20,32,"NS"
"OTU3079",3,13.678,9.475,18,"Specialists"
"OTU4918",6,3.39,2,6,"NS"
"OTU5315",1,4.19,2,7,"Specialists"
"OTU3351",1,7.268,4,11,"Specialists"
"OTU9321",4,3.384,2,5.52499999999998,"NS"
"OTU12564",1,1.398,1,2,"NS"
"OTU934",7,3.688,2,6,"Generalists"
"OTU1919",4,6.104,3,9,"NS"
"OTU9412",1,2.21,1,4,"NS"
"OTU4798",1,2.28,1,4,"NS"
"OTU6718",3,3.326,1.475,6,"NS"
"OTU5864",1,1.422,1,2,"NS"
"OTU5417",2,1.72,1,3,"NS"
"OTU10483",3,2.16,1,4,"NS"
"OTU2703",2,13.926,9.475,19,"Specialists"
"OTU2709",16,9.382,6,13,"Generalists"
"OTU12052",5,2.278,1,4,"Generalists"
"OTU3972",1,1.716,1,3,"NS"
"OTU1507",1,14.746,10,19,"Specialists"
"OTU2352",2,2.776,1,5,"NS"
"OTU5856",3,3.108,1,5,"NS"
"OTU5243",1,2.374,1,4,"NS"
"OTU859",1,1.746,1,3,"NS"
"OTU1996",10,5.882,3,9,"Generalists"
"OTU2214",2,4.12,2,7,"NS"
"OTU1514",1,1.414,1,2,"NS"
"OTU10818",1,1.398,1,2,"NS"
"OTU6493",1,1.406,1,2,"NS"
"OTU110",6,4.116,2,7,"NS"
"OTU3742",3,4.044,2,6.52499999999998,"NS"
"OTU1548",5,18.078,13,24,"Specialists"
"OTU405",3,2.314,1,4,"NS"
"OTU11381",3,5.302,3,8,"NS"
"OTU11723",1,4.176,2,7,"Specialists"
"OTU7214",19,15.71,11,21,"NS"
"OTU7430",1,1.482,1,2,"NS"
"OTU2451",11,10.4,7,15,"NS"
"OTU1810",2,2.286,1,4,"NS"
"OTU1677",17,8.914,5,13,"Generalists"
"OTU2061",2,1.784,1,3,"NS"
"OTU1408",4,12.488,8,17,"Specialists"
"OTU6165",4,3.582,2,6,"NS"
"OTU7860",1,2.68,1,4,"NS"
"OTU4977",3,2.714,1,5,"NS"
"OTU8935",1,1.908,1,3,"NS"
"OTU829",10,3.214,2,5,"Generalists"
"OTU5496",4,2.09,1,4,"NS"
"OTU1814",6,17.734,13,23,"Specialists"
"OTU2866",8,3.88,2,6,"Generalists"
"OTU3009",11,4.984,3,8,"Generalists"
"OTU3454",1,2.142,1,4,"NS"
"OTU5968",3,1.962,1,3,"NS"
"OTU12115",1,1.434,1,2,"NS"
"OTU11325",1,1.726,1,3,"NS"
"OTU11368",3,1.91,1,3,"NS"
"OTU3572",3,2.974,1,5,"NS"
"OTU9903",2,1.742,1,3,"NS"
"OTU3253",4,2.168,1,4,"NS"
"OTU11584",2,5.048,3,8,"Specialists"
"OTU2437",6,3.184,2,5,"Generalists"
"OTU9743",3,13.184,8,18,"Specialists"
"OTU11577",2,1.408,1,2,"NS"
"OTU4308",4,8.086,5,12,"Specialists"
"OTU4512",6,2.58,1,4.52499999999998,"Generalists"
"OTU8858",8,4.062,2,6.52499999999998,"Generalists"
"OTU11948",3,7.058,4,11,"Specialists"
"OTU10987",4,2.21,1,4,"NS"
"OTU5000",3,1.732,1,3,"NS"
"OTU9854",2,1.41,1,2,"NS"
"OTU950",6,20.802,16,26,"Specialists"
"OTU8406",1,1.434,1,2,"NS"
"OTU1742",4,3.176,2,5,"NS"
"OTU136",2,2.006,1,3,"NS"
"OTU12378",1,2.006,1,3,"NS"
"OTU10538",2,1.932,1,3,"NS"
"OTU6788",1,2.916,1,5,"NS"
"OTU4127",2,1.722,1,3,"NS"
"OTU4678",5,3.74,2,6,"NS"
"OTU9679",2,1.426,1,2,"NS"
"OTU9967",3,2.996,1,5,"NS"
"OTU1179",2,1.656,1,3,"NS"
"OTU13074",2,2.14,1,4,"NS"
"OTU12982",3,5.39,3,8,"NS"
"OTU3010",6,5.532,3,9,"NS"
"OTU857",1,2.426,1,4,"NS"
"OTU9899",2,3.832,2,6,"NS"
"OTU2747",1,1.398,1,2,"NS"
"OTU3769",2,2.672,1,4,"NS"
"OTU4567",7,3.97,2,7,"NS"
"OTU1664",6,22.626,17,28,"Specialists"
"OTU1525",10,15.43,10,21,"NS"
"OTU4970",2,1.43,1,2,"NS"
"OTU1883",13,12.252,8,17,"NS"
"OTU2337",1,2.324,1,4,"NS"
"OTU818",2,3.942,2,6,"NS"
"OTU3412",5,2.296,1,4,"Generalists"
"OTU82",1,2.144,1,4,"NS"
"OTU2803",2,8.564,5,12,"Specialists"
"OTU8160",1,1.392,1,2,"NS"
"OTU4744",7,11.67,7,16.525,"NS"
"OTU5829",1,2.242,1,4,"NS"
"OTU6598",1,18.988,14,25,"Specialists"
"OTU13072",1,1.432,1,2,"NS"
"OTU8407",2,1.976,1,3,"NS"
"OTU1490",4,15.804,11,21,"Specialists"
"OTU13028",2,1.43,1,2,"NS"
"OTU2938",3,1.99,1,3,"NS"
"OTU6822",2,1.442,1,2,"NS"
"OTU889",1,11.3,7,16,"Specialists"
"OTU5307",2,1.73,1,3,"NS"
"OTU10845",3,2.802,1,5,"NS"
"OTU7350",9,6.392,4,9,"NS"
"OTU718",3,8.256,5,12,"Specialists"
"OTU5425",1,4.29,2,7,"Specialists"
"OTU9905",8,6.202,3,9,"NS"
"OTU6979",1,2.6,1,4,"NS"
"OTU7880",3,2.452,1,4,"NS"
"OTU4703",1,1.452,1,2,"NS"
"OTU348",38,25.092,20,32,"Generalists"
"OTU5549",1,1.738,1,3,"NS"
"OTU164",10,15.908,11,21,"Specialists"
"OTU49",1,1.464,1,2,"NS"
"OTU12791",2,3.526,2,6,"NS"
"OTU895",3,12.806,9,17.525,"Specialists"
"OTU1857",2,1.728,1,3,"NS"
"OTU10852",2,14.028,9,19,"Specialists"
"OTU8377",2,2.298,1,4,"NS"
"OTU1333",4,4.474,2,7,"NS"
"OTU915",1,1.7,1,3,"NS"
"OTU611",5,4.238,2,7,"NS"
"OTU546",2,15.252,10.475,20.525,"Specialists"
"OTU6281",2,3,1,5,"NS"
"OTU2248",2,2.496,1,4,"NS"
"OTU1173",5,11.622,8,15,"Specialists"
"OTU2269",2,1.436,1,2,"NS"
"OTU5328",5,8.778,5,13,"NS"
"OTU3008",1,1.742,1,3,"NS"
"OTU2493",2,6.562,3,10,"Specialists"
"OTU7568",9,3.412,2,6,"Generalists"
"OTU6342",1,2.298,1,4,"NS"
